fid,iid,rep,vbs_precisions,selector_precision,selector_switch_budget,static_B8,static_B16,static_B24,static_B32,static_B40,static_B48,static_B56,static_B64,static_B72,static_B80,static_B88,static_B96,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,static_B1000,sbs_precision,BFGS,DE,MLSL,Non-elitist,PSO,Same
7,6,11,0.0,0.2738816169,88,0.7177221999,0.0,97.8280619358,0.0253358384,76.6955645588,3.3029262724,0.0,1.2059766385,0.0,0.2151763701,0.2738816169,0.0,0.2014487506,6.0338099861,0.7177221999,1.0755322301,0.7710226371,0.7182799617,0.5952487952,0.5983881932,0.6284715291,0.6152142244,0.5983881932,0.5952487952,0.5952487952,0.5952487952,0.5952487952,0.5952487952,0.5952487952,0.5952487952,0.5952487952,0.0,861.6087250293,0.3539558404,7.5768422249,0.7177221999,0.0105887494,0.5952487952
7,6,12,0.0,0.0136350766,80,0.0,0.0081037481,38.8374238341,0.0,21.7945877948,17.5871884847,1.2059766385,0.4666146008,0.7177221999,0.0136350766,0.29027351,0.0,0.7256200164,1.6211803989,1.6211803989,0.0105887494,0.3007817875,0.309601021,0.3007817875,1.6211803989,1.6211803989,1.6211803989,0.3661757745,0.3603948619,0.3225727491,0.2893944478,0.3251855495,0.7624930095,0.9825593831,1.6211803989,1.6211803989,0.0081037481,891.6157026485,2.3212810726,0.7177221999,0.0,0.7177221999,1.6211803989
7,6,13,0.0,1.866458403,88,0.7177221999,0.0,21.9325449979,12.4359768054,3.8000605265,5.7627309048,3.8574882684,5.8477981342,9.7616394005,2.8117434173,1.866458403,7.2214081608,3.8000605265,2.4274327315,7.2214081608,4.6336988429,7.2214081608,7.2214081608,4.968309687,7.2214081608,7.2214081608,7.2214081608,7.2214081608,7.2214081608,7.2214081608,7.2214081608,7.2214081608,7.2214081608,7.2214081608,7.2214081608,7.2214081608,0.0,1093.0382437566,0.6661420693,1.866458403,0.7177221999,0.0072355755,7.2214081608
7,6,14,0.0,1.1816778497,88,1.1590390711,0.0,25.4211345011,25.4211345011,25.4211345011,25.4211345011,0.0,0.8348720009,6.068396562,7.2214081608,1.1816778497,7.2214081608,7.2214081608,7.2214081608,0.0250406802,7.2214081608,6.4502384101,7.2214081608,10.6114846707,10.6114846707,7.2214081608,4.2460877399,10.6114846707,8.1928888615,10.6114846707,10.6114846707,10.6114846707,10.6114846707,10.6114846707,10.6114846707,10.6114846707,0.0,1258.1494522643,1.2427452254,0.2949769068,1.1590390711,0.0124207742,10.6114846707
7,6,15,0.0,15.0435605583,96,0.9777225458,0.0081037481,173.7572991902,145.2103045662,128.2429971917,85.2692591115,72.3870313897,47.5284588387,35.2198260131,15.0435605583,15.0435605583,15.0435605583,7.579549443,0.9791332485,0.2738816169,0.6130113316,0.5051545616,0.5051545616,0.3294320021,0.5051545616,0.5051545616,0.5051545616,0.5051545616,0.309601021,0.0,0.3358241395,0.5051545616,0.5051545616,0.5051545616,0.5051545616,0.5051545616,0.0081037481,210.1919157024,2.4338419671,1.3635076595,0.9777225458,0.0,0.5051545616
7,6,16,0.0,0.7177221999,88,0.7177221999,0.1402783873,0.7177221999,0.1963826085,2.6505900825,0.0970973093,0.2014487506,1.1590390711,0.3395037281,0.7177221999,0.7177221999,0.0,0.7177221999,0.0250406802,2.3349085174,2.4029844113,1.2254941272,1.1816778497,0.7177221999,0.6868444332,1.1590390711,1.1590390711,1.1590390711,1.1590390711,1.1590390711,1.1590390711,1.1590390711,1.1590390711,1.1590390711,1.1590390711,1.1590390711,0.1402783873,2940.0867228933,0.8836140159,7.4805556263,0.7177221999,0.0124207742,1.1590390711
7,6,17,0.0,0.7177221999,88,2.3349085174,0.0,43.1220614282,0.7177221999,0.0,0.0072355755,0.7177221999,0.0105887494,0.5952487952,0.7256200164,0.7177221999,0.0081037481,11.6742622601,1.3587193725,2.3349085174,2.4029844113,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,2.3349085174,0.0,2307.9274852026,1.003541965,1.0220880534,0.3779380588,0.9777225458,2.3349085174
7,6,18,0.0136350766,0.7177221999,88,0.7177221999,0.7177221999,68.9274792518,0.7177221999,0.7129349849,0.7177221999,0.5467381844,0.0136350766,3.9108901832,2.4274327315,0.7177221999,1.0058092012,0.5952487952,7.1361823789,7.2494749752,7.0233681502,7.0233681502,3.9651447063,7.0233681502,7.0233681502,7.0233681502,7.0233681502,7.0233681502,4.7118886584,7.0233681502,7.0233681502,7.0233681502,7.0233681502,7.0233681502,7.0233681502,7.0233681502,0.7177221999,952.3955448435,1.3635076595,3.3607572458,0.7177221999,0.0136350766,7.0233681502
7,6,19,0.0,0.8436091373,88,2.4274327315,0.0,0.0,0.2738816169,0.0,0.2738816169,0.0081037481,0.7177221999,14.127777792,2.4274327315,0.8436091373,2.6505900825,2.4274327315,0.0119117063,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,2.4274327315,0.0,2761.0434756228,1.2697456896,0.7177221999,2.4274327315,2.7487323112,2.4274327315
7,7,0,0.0,0.3216958336,80,0.649829961,5.7540421114,2.6261255581,1.2064390463,2.2274871834,2.2274871834,0.0,1.9031301745,2.9514357608,0.3216958336,0.3216958336,1.3071111513,5.0814268868,5.0814268868,3.0124692793,0.0223097163,0.5811295366,3.9682567236,3.9185418199,5.0814268868,3.9481742153,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.7540421114,178.0646931415,1.0630329986,1.4148607222,0.649829961,0.649829961,5.0814268868
7,7,1,0.0,0.649829961,88,0.913502836,1.733663853,0.5811295366,1.3377299165,1.3071111513,0.0,5.0814268868,0.5681123578,0.1397816513,2.2274871834,0.649829961,5.0814268868,0.649829961,5.0814268868,0.0085905061,0.989163542,0.649829961,5.0814268868,3.678987129,0.5577429083,0.8532245136,3.6941282314,1.7982945434,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,5.0814268868,1.733663853,841.6883565053,1.6734864566,0.3393941809,0.913502836,0.0084763138,5.0814268868
7,7,2,0.0,0.649829961,88,0.4209863081,4.0251012524,0.0084763138,0.989163542,1.269044268,1.9031301745,0.1397816513,0.4127725338,0.5577429083,0.5577429083,0.649829961,0.8151402201,0.5577429083,0.5577429083,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,4.0251012524,1132.4389936446,0.6661775371,0.4273138115,0.4209863081,0.0281175561,0.649829961
7,7,3,0.0,2.2028386068,88,0.5811295366,0.1397816513,0.6345894301,0.5811295366,0.0,0.649829961,2.2803160754,2.5258412691,0.7555860742,2.4278187785,2.2028386068,2.2028386068,0.649829961,0.649829961,2.2227535508,0.650464431,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,2.2028386068,0.1397816513,191.4226095777,1.1977031024,1.2583393697,0.5811295366,0.5577429083,2.2028386068
7,7,4,0.0,0.5811295366,88,1.9031301745,0.5577429083,0.649829961,0.5861972567,0.1397816513,0.5811295366,0.3216958336,0.649829961,0.0,0.0084763138,0.5811295366,0.0,0.1397816513,0.5811295366,0.5811295366,0.5811295366,0.5815025556,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5811295366,0.5577429083,334.6792181395,0.8995746078,0.3285901355,1.9031301745,0.1515532376,0.5811295366
7,7,5,0.0,0.0084763138,40,1.2064390463,1.6218187094,1.0727203235,148.5056618175,0.0084763138,0.8380987672,0.1397816513,1.2014765928,0.0,12.1756476943,1.9031301745,0.649829961,8.0418048039,0.3216958336,0.1397816513,0.1432722771,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.0492482129,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,1.6218187094,268.5575788631,0.3817679577,1.3483912601,1.2064390463,0.1397816513,0.1397816513
7,7,6,0.0,2.4060255107,56,0.649829961,0.0,0.0,1.2064390463,0.649829961,0.3216958336,2.4060255107,0.0799281962,1.2064390463,0.649829961,2.2274871834,2.2274871834,1.2064390463,2.2274871834,2.2274871834,0.5577429083,0.6661775371,1.2064390463,2.2274871834,1.2064390463,2.2274871834,1.2064390463,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,0.0,1031.035873931,0.9025004456,6.0096630038,0.649829961,0.1397816513,2.2274871834
7,7,7,0.0,0.5577429083,88,0.1463285081,0.0122649272,3.5583564428,1.1794212137,0.5811295366,0.0154895407,0.2651524008,3.2917821021,0.5577429083,0.0,0.5577429083,0.5577429083,0.1397816513,0.1397816513,0.0281175561,0.5577429083,1.3071111513,1.3071111513,0.5681123578,1.3071111513,1.3071111513,1.3071111513,1.3071111513,1.3071111513,1.3071111513,1.3071111513,1.3071111513,1.3071111513,1.3071111513,1.3071111513,1.3071111513,0.0122649272,369.8908926307,0.7993956033,5.0691870844,0.1463285081,0.5577429083,1.3071111513
7,7,8,0.0,0.1432193927,88,0.0,0.1397816513,0.1397816513,0.0,0.0,0.989163542,0.3216958336,0.6172316577,3.9185418199,0.1397816513,0.1432193927,2.179891675,0.1397816513,0.3216958336,0.0309657297,0.5681123578,1.9281558003,0.4615878935,0.1432722771,1.9281558003,1.9281558003,1.9281558003,1.9281558003,1.9281558003,1.9281558003,1.9281558003,1.9281558003,1.9281558003,1.9281558003,1.9281558003,1.9281558003,0.1397816513,1012.9372016852,1.0096906874,1.8092439532,0.0,0.649829961,1.9281558003
7,7,9,0.0,2.2028386068,88,0.989163542,0.0,0.3278505249,0.0,0.6469296041,0.3216958336,0.649829961,1.2064390463,0.1397816513,3.0294373849,2.2028386068,0.649829961,2.2028386068,0.649829961,1.6966411022,1.2939540932,1.2413465688,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,1.2064390463,0.0,424.7096255397,1.3299773078,0.2602951873,0.989163542,1.733663853,1.2064390463
7,7,10,0.0084763138,2.6261255581,88,1.4824456149,0.649829961,0.776452266,0.7063398893,0.0084763138,2.3152950832,4.9066342055,2.6261255581,4.9066342055,1.2064390463,2.6261255581,0.1397816513,0.649829961,3.7888309399,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,2.6261255581,0.649829961,848.8228900007,2.1815637387,0.6661775371,1.4824456149,0.1397816513,2.6261255581
7,7,11,0.0,0.3216958336,88,0.0,0.1397816513,0.5811295366,0.0,19.1088552701,19.1088552701,2.2028386068,3.8185074258,0.0,3.1453679826,0.3216958336,0.649829961,3.7781064405,2.2028386068,2.6261255581,3.7781064405,3.8185074258,3.8185074258,3.8185074258,3.8185074258,3.7781064405,3.7781064405,3.8185074258,3.8185074258,3.8185074258,3.8185074258,3.8185074258,3.8185074258,3.8185074258,3.8185074258,3.8185074258,0.1397816513,895.9812535427,1.1178820104,0.8381764667,0.0,0.0100676099,3.8185074258
7,7,12,0.0,0.649829961,88,0.1700005054,2.2274871834,0.649829961,0.5577429083,0.649829961,0.1397816513,0.5385164727,0.5959442388,0.0084763138,0.0,0.649829961,0.7045604296,0.5577429083,0.649829961,0.5577429083,0.3216958336,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,0.5577429083,2.2274871834,683.2233894367,0.8535313696,3.1365836137,0.1700005054,4.8257561853,0.5577429083
7,7,13,0.0,0.0,88,2.3152950832,0.0,1.733663853,0.0085905061,0.039088911,0.0,1.3879257427,0.3384030364,0.1397816513,0.123147989,0.0,0.1099259969,0.2638278687,0.0084763138,0.0127090822,0.0184643907,0.0,0.0184643907,0.0084763138,0.0127090822,0.0,0.0127090822,0.0127090822,0.0127090822,0.0084763138,0.0127090822,0.0127090822,0.0127090822,0.0127090822,0.0127090822,0.0127090822,0.0,552.0555343675,0.3992342116,3.163803159,2.3152950832,0.5577429083,0.0127090822
7,7,14,0.0,1.5275731203,88,0.0,0.8380987672,2.6358361159,0.1397816513,3.2308638555,16.0802866899,3.8185074258,2.2274871834,2.2274871834,1.5795039048,1.5275731203,0.0,0.8545202752,0.649829961,2.2274871834,1.2064390463,1.2064390463,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,0.8380987672,224.0366152138,0.4376350858,0.8535313696,0.0,0.5577429083,2.2274871834
7,7,15,0.0,2.2274871834,88,0.6775287074,2.9514357608,0.0085905061,0.649829961,0.649829961,1.2064390463,2.6261255581,0.0,0.3216958336,0.649829961,2.2274871834,2.2274871834,2.2274871834,1.2064390463,1.2064390463,2.2274871834,1.5840074446,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.2274871834,2.9514357608,1420.246885209,2.3819687469,1.5213045426,0.6775287074,0.649829961,2.2274871834
7,7,16,0.0,0.0122649272,88,0.1397816513,0.649829961,118.0877855889,0.0,0.0,0.5577429083,1.2064390463,0.0,0.5811295366,0.3216958336,0.0122649272,1.6471375339,0.1397816513,2.1970055778,0.6318300497,1.6218187094,1.6218187094,1.6218187094,1.5551409549,1.6218187094,1.2436686928,1.6218187094,1.6218187094,1.5795039048,1.6218187094,1.2064390463,1.6218187094,1.6218187094,1.6218187094,1.6218187094,1.6218187094,0.649829961,584.5223618802,1.6355606693,0.1515532376,0.1397816513,0.1397816513,1.6218187094
7,7,17,0.0,0.0184643907,88,8.0923872446,0.3216958336,1.5777972134,1.3777941135,2.3302616449,0.649829961,0.1397816513,0.0127090822,0.0084763138,0.1380618308,0.0184643907,2.0815823274,0.0,0.0127090822,0.1455526493,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.1397816513,0.3216958336,1060.3833079296,0.6163669112,1.110129209,8.0923872446,0.649829961,0.1397816513
7,7,18,0.0,3.7781064405,40,0.649829961,0.5811295366,0.0,2.2274871834,3.7781064405,1.5551409549,1.2064390463,0.0,0.5538644857,0.649829961,0.649829961,0.2850532938,0.0084763138,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.6345894301,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.649829961,0.5811295366,1066.397810187,1.5786736875,1.6218187094,0.649829961,1.5795039048,0.649829961
7,7,19,0.0,0.0,88,1.2064390463,0.3216958336,0.649829961,1.2064390463,0.5577429083,0.1397816513,0.0,0.0,0.0,0.5032495668,0.0,0.0,0.2006156849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3216958336,249.0080246763,0.4641310118,2.4060236499,1.2064390463,1.2064390463,0.0
8,6,0,0.0,3.9308394342,350,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,3.9308394341,3.9308394342,3.9308394341,3.9308394342,3.9308394341,3.9308394342,3.9308394342,3.9308394341,3.9308394341,3.9308394342,3.9308394342,3.9308394341,3.9308394342,3.9308394341,3.9308394341,3.9308394342,3.9308394341,3.9308394342,3.9308394341,3.9346287497,3.9938611234,4.0308861931,4.0133374493,1.0007066218,0.0,6.3707510579,0.5057271739,3.9421862463,1.9044488798,4.0133374493
8,6,1,0.0,0.0,350,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,5.457e-07,0.0088910399,0.0089249035,0.0128774745,0.1727373408,0.0,6.2552464479,0.0002003972,0.0633065535,2.3876252744,0.0128774745
8,6,2,0.0,0.0,350,0.0,0.0,3.9308394342,3.9308394341,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,3.9308394341,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,7.892e-07,0.0954793033,0.7000148342,0.8817421955,0.8817421955,0.3153227028,1e-10,6.4015391149,0.0003006008,3.2341771873,1.0113522663,0.8817421955
8,6,3,0.0,3.9308394341,350,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,3.9308394341,3.9308394341,3.9308394341,3.9308394342,3.9308394342,3.9308394341,3.9308394342,3.9308394342,3.9308394341,3.9308394342,3.9308394342,3.9308394342,3.9308394341,3.9308394342,3.9308394341,3.9308394341,3.9308394342,3.9308394341,3.930848614,3.9337418661,3.9401561828,3.9432644052,0.2108638838,1e-10,10.8951487337,0.6399264019,0.0090005269,2.4742042843,3.9432644052
8,6,4,0.0,0.0,350,1e-10,0.0,0.0,1e-10,1e-10,0.0,3.9308394341,3.9308394341,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0013848569,0.065480057,0.2362863509,0.230707,0.6007542875,0.0,7.3923190175,0.3780665282,0.727176698,2.3593674407,0.230707
8,6,5,0.0,3.9308394341,350,0.0,1e-10,3.9308394342,3.9308394341,1e-10,0.0,3.9308394342,3.9308394341,1e-10,1e-10,3.9308394341,3.9308394341,3.9308394341,3.9308394342,3.9308394342,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394342,3.9308394341,3.9308394341,3.9308394342,3.9308394341,3.9308394341,3.9308394342,3.9308394358,3.9308394452,3.9308395242,3.9308394723,3.1186e-06,3.9308394341,4.6820960447,0.0338971339,0.2064129008,1.9806967195,3.9308394723
8,6,6,0.0,0.0,350,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076997014,0.3512485333,0.4187100077,0.4013954126,0.0381637733,0.0,6.4462962057,0.0049268832,0.0656671842,1.1251168478,0.4013954126
8,6,7,0.0,0.0,350,0.0,0.0,3.9308394341,3.9308394341,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0101926187,0.1798059067,0.4812065011,0.4536985766,1.3130459688,3.9308394341,18.11523219,0.164855624,0.9281025327,2.0523165938,0.4536985766
8,6,8,0.0,0.0,350,0.0,0.0,0.0,0.0,3.9308394341,3.9308394342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.31134e-05,0.1038063791,0.3563619011,0.3517516614,0.2858331934,0.0,13.4327312483,0.1941907477,1.3715429114,1.5427903826,0.3517516614
8,6,9,0.0,0.0,350,0.0,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0047226227,0.1307478194,0.1307478194,0.0241061466,3.9308394342,10.2697082908,0.0082810707,0.445175326,1.4768558354,0.1307478194
8,6,10,0.0,0.0,350,0.0,3.9308394341,3.9308394342,3.9308394342,0.0,1e-10,0.0,0.0,0.0,3.9308394342,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,2.916e-06,1.1138e-06,1.1138e-06,3.9395733637,0.0,14.8652061485,0.0450805994,1.9588882371,2.0874010677,1.1138e-06
8,6,11,0.0,0.0,350,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,8.01236e-05,0.034982357,0.1491072373,0.144588541,0.1615427193,0.0,3.2050487783,0.731090043,0.3205688272,4.6583327275,0.144588541
8,6,12,0.0,1e-10,250,0.0,3.9308394342,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0609691629,0.3267582628,0.8159284564,0.7988811758,3.398291269,0.0,18.3869545532,0.0732467698,0.4469439426,2.0882869234,0.7988811758
8,6,13,0.0,0.0,350,0.0,0.0,3.9308394342,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,7.91527e-05,0.027147974,0.0332580366,3.9366148946,0.0,6.5648645505,0.6980406514,0.5915487288,0.9119081021,0.0332580366
8,6,14,0.0,0.0,350,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0133932864,1.2436396914,1.6963530573,2.0697496081,2.0824975222,2.2580863227,1e-10,11.3327549838,6.91056e-05,0.976055033,2.254051121,2.0824975222
8,6,15,0.0,0.0,350,0.0,1e-10,0.0,0.0,3.9308394342,3.9308394341,3.9308394341,3.9308394342,3.9308394341,3.9308394341,3.9308394342,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,5e-10,0.0590472575,0.666607058,1.1100290596,1.1100290596,0.3446829727,0.0,1.96221202,0.1241317006,4.0861169641,2.253662359,1.1100290596
8,6,16,0.0,0.0,350,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,3.9308394342,3.9308394341,3.9308394341,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0204767976,0.3231997886,0.6551328485,0.6551328485,4.2575122948,0.0,7.7034844446,0.003914423,0.119472741,2.8251727902,0.6551328485
8,6,17,0.0,0.0,350,3.9308394342,0.0,0.0,0.0,0.0,3.9308394341,3.9308394342,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,9.287e-07,0.0584559058,0.7412190558,0.8176584217,0.8410539933,0.0251960592,0.0,9.1153563013,0.0471264301,0.1930974636,1.6117391948,0.8410539933
8,6,18,0.0,3.9308394341,350,0.0,0.0,0.0,1e-10,0.0,3.9308394342,3.9308394341,3.9308394342,3.9308394342,3.9308394342,0.0,0.0,3.9308394342,0.0,3.9308394342,3.9308394342,3.9308394341,3.9308394341,3.9308394342,3.9308394342,4.3003732312,3.9308394342,3.9308394341,3.9308394342,3.9308394341,3.9308394341,3.9309129633,4.0486595959,4.2186151331,4.2956470179,4.3003732312,0.1858266152,0.0,19.9237741366,0.0127143737,0.3120036935,4.6084943591,4.3003732312
8,6,19,0.0,3.9308394341,350,0.0,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9308394341,0.0,0.0,3.9308394342,3.9308394342,3.9308394342,3.9308394341,3.9308394341,3.9308394341,3.9308394342,3.9308394342,3.9308394341,3.9308394341,3.9308394342,3.9308394341,3.9308394341,3.9308394342,3.9440636377,3.9468519838,4.0331114563,4.0086650021,0.6916853474,3.9308394342,4.8361035334,0.1092005921,0.8039288859,1.5717278044,4.0086650021
8,7,0,0.0,3.9308394341,200,3.9308394342,3.9308394341,0.0,0.0,0.0,3.9308394342,0.0,0.0,3.9308394341,0.0,1e-10,0.0,3.9308394342,3.9308394342,3.9308394341,1e-10,1e-10,1e-10,0.0,0.0,3.7569756244,0.0,0.0,0.0001249095,0.0072896912,0.4291029629,1.6146731588,3.4473278388,3.8845890724,4.0284551877,3.9359227678,0.131464095,0.0,4.9170074569,3.9755038088,0.0285091466,2.4795870256,3.9359227678
8,7,1,0.0,0.0,300,1e-10,1e-10,3.9308394342,3.9308394342,3.9308394342,3.9308394341,1e-10,0.0,0.0,3.9756446934,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0065303078,0.0064386484,1e-10,1e-10,0.0,0.0,0.0,2e-10,1.46e-08,7.111e-07,3.1721e-06,0.1735774624,0.0,7.3956806212,3.9318184598,0.1927266975,2.0361549209,3.1721e-06
8,7,2,0.0,0.0,300,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811e-06,0.0203697562,0.2134365469,0.2784313592,0.1913758458,0.0,41.172138553,2.6325145255,0.2137357106,4.5072125759,0.2784313592
8,7,3,0.0,1e-10,350,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,6.07e-08,0.0014724477,0.0062787811,0.0084916243,0.2057654805,1e-10,18.0980591737,4.0644805498,0.0965060066,2.6193025709,0.0084916243
8,7,4,0.0,0.0,250,1e-10,1e-10,0.0,0.0,0.0,3.9308394342,3.9308394342,3.9308394342,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1.2855e-06,0.002695288,0.0963170867,0.1091111305,0.2206794237,0.0,4.4816243748,3.9998172836,0.0902852418,0.0029206403,0.1091111305
8,7,5,0.0,1e-10,350,3.9308394342,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.018869789,0.2549476159,0.6862897527,0.716790308,0.330889333,3.9308394342,4.4136977568,4.038671467,0.5512547365,1.6700008095,0.716790308
