fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,16,24,32,40,48,56,64,72,80,88,96,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000
4,5,13,0.0,0.6098049769380138,0.1634645497048702,0.0,0.8812912333193479,0.3161763572555397,1.1137847606062537e-08,3.4800874408776255e-08,0.0008848188962994,0.9538673021740488,0.0022254220717938,0.0,0.0,0.2224294018049049,0.2321621561716263,0.0,0.0,0.2135263323700612,0.238363809039692,0.7418925319815188,0.7418925319815188,0.262863971830781,0.2889598704121639,0.6860747175758837,0.6860747175758837,0.2487586175899034,0.2861918261966398,0.5668938185766375,0.1658653846153846,1.336907149029083e-07,0.257985257985258,0.1818181818181818,0.8466996702099024,0.7135038538134997,0.8137117785959349,0.5636785373366107,0.6313211301719605,0.3718071559577338,0.3720669738662074,0.3957065523633201,0.4196726149643284,0.4925256454823549,0.5342666475409357,0.4515605928279156,0.4952172558496195,0.4991602833520148,0.5863812710186278,1.4653582689025613e-07,0.2088048590616273,3.775778952054525e-08,0.2411667720231094,0.3182756528591651,0.1591379754761283,0.3182756528591651,0.3182756528591651,0.0530460126531843,0.1768607261850052,0.3182756528591651,0.2476506937401365,0.1768196539588778,0.2666165763567579,0.3114719750177159,0.2638769000051115,0.2655569416394588,0.2476917937397353,0.2475476760402776,0.2477460722212495,0.2475530085965258,0.2479204904437788,0.2475480551424738,0.2475515733613445,0.2476533512035424,0.2475610000716747,0.2475489056721546,0.2594170713863446,0.7780047661315831,0.7780047661315831,0.7780047661315831,0.7780047661315831,0.7780047662097781,0.7780047662097781
4,5,14,0.0,0.9832666477466612,0.9589989040245795,0.5,0.3524517654271437,0.3161765705899233,2.3859497491489155e-08,1.7989631972866388e-07,0.0022206219134702,0.9213928230093952,0.0012059958031874,0.0,0.0,0.2507583909301753,0.2452272845455655,0.0,0.0,0.2394604834245075,0.1905539906738259,0.319794819162595,0.319794819162595,0.2471871845670911,0.2503485555577999,0.2916066543239277,0.2916066543239277,0.23160704564039,0.1921170965546556,0.6173911261921317,0.3100961538461538,2.1693532650007025e-07,0.2555282555282554,0.3636363636363637,0.4465507280494664,0.3213681739832412,0.2698756942173286,0.805511889596391,0.8708993412246091,0.317154512880879,0.3683890810900525,0.3926617761812032,0.3622145964742327,0.4822922392144012,0.469903129630644,0.4405011112640572,0.5888095629241494,0.4646979912926088,0.561713901774004,2.610991751224648e-06,0.6297012078231672,3.602956166587437e-07,0.6584322364995867,0.3182756528591651,0.3182756528591651,0.2121839590113077,0.2652297058801865,0.0707289928938878,0.3005936333605558,0.3182756528591651,0.3182756528591651,0.3182756528591651,0.3182756528591651,0.1061035536293664,0.2488812946869969,0.3182756528591651,0.2956549775748663,0.2699827704182513,0.2504070593693679,0.2653806011472361,0.2652387417270694,0.26528718569678,0.2652870761490249,0.2652431285315761,0.2652298841472011,0.2652296712202165,0.2652296710975924,0.9017763144268452,0.5903641766005081,0.9017763144268452,0.9017763144268452,0.9017763144268452,0.9017763144268452
4,5,15,0.0,0.9298539005819404,0.8007980374272947,0.5,0.53954591050324,0.3161762352262604,5.048935799727877e-08,4.314317281270045e-07,0.0025236251866123,0.892064507009495,0.0046421899930563,0.0,0.0,0.2760088378848322,0.1792753485304244,0.0,0.0,0.2604774998955882,0.1651339396290599,0.7231399973922481,0.7231399973922481,0.3081661280351603,0.2391142074041377,0.6391657418015191,0.6391657418015191,0.2868256841904929,0.2119329224462219,0.2617080015481541,0.3197115384615385,7.046729920740102e-08,0.2162162162162162,0.5454545454545456,0.6278804351097512,0.7323067391398714,0.9398683405227408,0.28653955495901,0.973430320644356,0.2528746311562053,0.2729062661780652,0.2950100458533562,0.2929068202383665,0.4593888413171109,0.3922657099255254,0.4157488733824183,0.810466430322939,0.3752150369117086,0.3895328281020687,3.414865568530205e-06,0.2735553080951611,4.834709589232545e-07,0.2868156887430413,0.0530460120169607,0.0530460120169607,0.0530460120169607,0.0356487855582881,0.0530460116846316,0.0369713185682474,0.035392079935786,0.0530460120169607,0.0530460120169607,0.0381969905787681,0.0530460120169607,0.0354505214665808,0.0530460120169607,0.0530460116846316,0.0530460116846316,0.0530460116846316,0.0530460116846316,0.0392803883779797,0.036580712146353,0.0530460116846316,0.0530460116846316,0.0530460116846316,0.0530460116846316,0.044195344521071,0.0530460116846316,0.0530460116846316,0.0530460116846316,0.0530460120169607,0.0530460116881859,0.0530460120169607
4,5,16,0.0,0.9848180033082234,0.9609601452462104,0.5,0.8815162396603723,0.3161763479004542,4.800519903792598e-07,4.325585388497769e-07,0.0001994227915548,0.9672972642747106,0.0525432546112117,0.0,0.0,0.0875597814852251,0.243705616965132,0.0,0.0,0.0858407932682135,0.2411069457049466,0.543218813236908,0.543218813236908,0.1129658384217022,0.2754708535885087,0.5345536338046144,0.5345536338046144,0.1073095794366693,0.2730977972681173,0.8086955630960657,0.2812499999999999,1.5581019801426625e-07,0.253071253071253,0.5454545454545456,0.7485025298585147,0.7762779852108346,0.960265911201406,0.3066396257831578,0.9730411236066296,0.3498586769587715,0.3118720680237175,0.3209071727563177,0.3967553737212127,0.3598533374274662,0.5085951345907709,0.3081785256658813,0.5606504511227408,0.505553756480694,0.483629968896659,4.7557042416356213e-07,0.3139538710384935,4.96441570419705e-07,0.4877049543404161,0.247547646066681,0.2128175845670002,0.247547646066681,0.1591379791121996,0.1414559518296253,0.2475476460542409,0.177031721824803,0.0931244515267053,0.1237740180417113,0.247547646066681,0.1591379760092766,0.1951164219935989,0.1773007721261787,0.0885722933188158,0.1262982981697744,0.1103991645029251,0.1078223429544358,0.1061065909164958,0.1061274704747985,0.1060947684776926,0.106094339218683,0.1060937313887642,0.1060925102552708,0.1060923005698278,0.2475476460542409,0.2475476460542409,0.2475476460542409,0.2475476460542409,0.2475476460631267,0.247547646066681
4,5,17,0.0,0.9900935049592224,0.9754625073381368,0.5,0.4944590852255802,0.3161765086454943,9.536937136012905e-08,2.701509905602107e-07,0.0007872224298032,0.9296556923202712,0.0004530085644741,0.0,0.0,0.2889991220490717,0.197763409499742,0.0,0.0,0.2750703906221385,0.2116121624784443,0.3806355864141091,0.3806355864141091,0.2919390907601962,0.2084434197991962,0.3403625445806102,0.3403625445806102,0.2743230449226007,0.221096487011871,0.6877946908363513,0.2908653846153846,6.52589914967542e-08,0.2604422604422604,0.4545454545454545,0.6616335754733603,0.6937524472043268,0.7874440738147032,0.4654092338650148,0.930998856114346,0.3382366682563673,0.3603443846788341,0.3852898481557183,0.3845350873494991,0.6010145946211066,0.4949061727490146,0.5688071382390686,0.4859746003358833,0.5218174527638295,0.5482647043523197,2.833931826183397e-06,0.5280878470213823,3.894265960844359e-07,0.6297900766692079,0.1063649515165761,0.0815520629457899,0.0889515502186524,0.0821869281458842,0.073092425683806,0.1237739278561246,0.1061877875323993,0.1060919936239204,0.035384492160518,0.0884099702351057,0.0708103531276683,0.1255019006124078,0.1414559517567617,0.1249923127923412,0.0908250576492459,0.0916435921951437,0.0921467386918011,0.0896796693661474,0.0884545920843149,0.0886312626362003,0.0885782326173604,0.0885620439944489,0.0884300746917697,0.0884200617298088,0.1414559516643494,0.1414559516643494,0.1414559516643494,0.1414559516679037,0.1414559528870361,0.1414559528870361
4,5,18,0.0,0.9978807947357118,0.9949182138740826,0.5,0.7151716554481847,0.3161760907264858,3.672077102388373e-07,4.367538588699753e-07,0.0002870937292638,0.9979679958609182,0.0028494042931548,0.0,0.0,0.2523434654186482,0.1424471375654751,0.0,0.0,0.2545354807280868,0.1750714478093389,0.3840584183384017,0.3840584183384017,0.254961430154506,0.1517122986027059,0.4573602178342626,0.4573602178342626,0.2638390616640494,0.1970985323726393,0.9295964353557802,0.2908653846153846,8.219897704602813e-08,0.2628992628992629,0.3636363636363637,0.8270154525477175,0.7261089144019981,0.8947405651408276,0.4235495823914234,0.9865700181987116,0.4414707326664788,0.4195163657327061,0.4388727429215109,0.491054632464752,0.4997006607751292,0.6142275978572302,0.4593147997413975,0.5429310066038866,0.4215408635773916,0.4730973439098691,3.6741106968610623e-06,0.5758736027730431,5.047583937218929e-07,0.6001461967506254,0.0401804786737969,0.1591379754743512,0.1591379754743512,0.1591379754743512,0.1060920075088789,0.0610749733726616,0.1060932002362316,0.1063672654298905,0.1071680112024911,0.0530460117326149,0.0884723480014606,0.1591379754743512,0.1063542621991475,0.1065316731233922,0.1063222242240124,0.1181384155956174,0.11531426077338,0.0918962076390728,0.1062148855030364,0.1062148855030364,0.1061048178856702,0.1060993500323818,0.1060931764347151,0.1060941307061662,0.159137975472574,0.159137975472574,0.159137975472574,0.159137975472574,0.1591379754743512,0.1591379754743512
4,5,19,0.0,0.4800008952821588,0.0443765574507546,0.5,0.8443703211467689,0.3161763393583529,1.2404789145366173e-08,3.554456815061607e-08,0.000805074474626,0.9930619827804296,0.0014082651024667,0.0,0.0,0.1639910311306816,0.2334206709080903,0.0,0.0,0.1561156950904388,0.1881201386414834,0.8075286531877546,0.8075286531877546,0.2202297475453649,0.2982052997862539,0.7326586248375198,0.7326586248375198,0.2033743534558906,0.245615537869157,0.6173911261921317,0.1634615384615383,1.3027816530460976e-07,0.2481572481572481,0.2727272727272727,0.8517568149239382,0.7139149155676101,0.9246074981157434,0.5076542468175447,0.6776136347282755,0.3789808270315764,0.4245094015078123,0.4482098425076035,0.4271177541395541,0.5583206181964142,0.5426065687693312,0.5226667591092741,0.7528481805422116,0.2883671052789269,0.3132096387407299,1.326578059812501e-07,0.216804874098426,2.557144549222317e-08,0.2017833315457957,0.3182745717233026,0.1591379763433829,0.1768199993198962,0.1768196403618194,0.1613036717227894,0.1591379759826192,0.1716425621331008,0.2829110233629012,0.2862905672548372,0.1516394323052044,0.1516394323052044,0.1516394323052044,0.1516394323052044,0.068090335309238,0.0617348665543044,0.0555109915079696,0.0539726214674256,0.0532908101706168,0.0531428723037576,0.0530750853801861,0.0530500747295112,0.0530468384003556,0.0530461084741483,0.0530460240199057,0.3182745717215254,0.3182745717215254,0.3182745717215254,0.3182745717215254,0.3182745717233026,0.3182745717233026
5,1,0,0.0,0.5727329349754886,0.1419345811847538,0.0,0.9999999999999852,0.3161762330976227,3.11345989622409e-09,6.509241830058957e-09,0.0005971397431187,0.9999999999999842,0.0010472447562044,0.0,0.0,0.3908386788984162,0.1729032337694538,0.0,0.0,0.4148359278851851,0.2346844579456415,0.620013636476449,0.620013636476449,0.4053495070968982,0.2181273062910026,0.7599043421318754,0.7599043421318754,0.4326076379290982,0.2906200578272759,0.4710558336408603,0.0721153846153846,3.59987973942735e-08,0.1326781326781326,0.3636363636363637,0.8326621144758651,0.5356236213449121,0.8604891697908995,0.7993584352798692,0.5837895477126561,0.4891306299914681,0.3539226611215085,0.3508756278752827,0.5387458403912682,0.6937268836845498,0.6676504968134682,0.6690034779948895,0.3982211550833225,0.570976044947038,0.482753579970649,2.215224443606456e-08,0.1993934372455073,5.382396604332274e-09,0.426524072813409,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,1,0.0,0.4287027397581191,0.0679470274358442,0.0,0.9999999999999898,0.3161762330976242,3.113459605705782e-09,6.509241783878568e-09,0.0005971398012113,0.9999999999999885,0.0028565937681729,0.0,0.0,0.1715634297560729,0.3396910674028642,0.0,0.0,0.171628134268101,0.3414965062455222,0.5360158072336647,0.5360158072336647,0.1921683450154859,0.3680326365029015,0.5695459834466043,0.5695459834466043,0.1953484822906568,0.3749881395589245,0.6877946908363517,0.0841346153846153,1.2129858480563556e-08,0.1498771498771498,0.4545454545454545,0.6839604316225122,0.4291491332911512,0.7888872773360576,0.7289598997342492,0.4669457816283325,0.5368553578556887,0.6050968163624706,0.6301977119916202,0.5856104474314802,0.4583862906465973,0.7201474511835194,0.4146653933774393,0.5314578222833308,0.2953784807580522,0.2913313068103689,2.7514949298874224e-08,0.3570505293750632,4.6833933099824e-09,0.4656645436229893,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,2,0.0,0.3885197157398763,0.0745542139569168,0.0,0.9999999999999932,0.3161762330976241,3.1134572691293727e-09,6.509241536913901e-09,0.0005971402805656,0.9999999999999932,0.0002516053148386,0.0,0.0,0.1998520361675171,0.0490719316479813,0.0,0.0,0.1976760756742302,0.0500831433960404,0.326275801221072,0.326275801221072,0.1949139542647666,0.0437364464626301,0.3657631131360701,0.3657631131360701,0.1954797895344758,0.0508761149142569,0.3755893816727031,0.0769230769230769,1.3157855676530469e-08,0.1031941031941032,0.4545454545454545,0.7165014775833044,0.5435572736010976,0.8119136174229363,0.6627751683157196,0.7148583765450514,0.6591302379994697,0.6627590946328272,0.6550864426309531,0.7018331146646967,0.2665739056392263,0.8503381525123967,0.2073692614818336,0.4968493838926142,0.2581906784897718,0.332727629284161,4.570397725606629e-08,0.3066925068513075,7.479876443383253e-09,0.6445533467178601,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,3,0.0,0.3581191301586591,0.1172924287420873,0.0,0.9999999999999896,0.3161762330976244,3.113458173618927e-09,6.509242046114471e-09,0.0005971401353121,0.9999999999999872,0.0003186460834639,0.0,0.0,0.4390143200802766,0.4632059192297859,0.0,0.0,0.4367054426401047,0.4766118513551122,0.271747897521212,0.271747897521212,0.442225690584014,0.4798410157305417,0.3367928195275667,0.3367928195275667,0.4453812373659305,0.5083097636761476,0.8086955630960657,0.0841346153846153,2.3682603221387933e-08,0.1744471744471744,0.3636363636363637,0.5324736570821212,0.5269209073603767,0.524313812614959,0.6543315234658422,0.3086187521245052,0.5416176248534157,0.5672227352057124,0.5865415381244325,0.5902392077985157,0.5064167068686838,0.7253325116682245,0.4665729878453395,0.5045221520384704,0.3469723077077391,0.3592055410249375,4.1525464445551406e-08,0.7328962205384997,5.937222867303786e-09,0.7000166551947229,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,4,0.0,0.6660273129620639,0.2989782237770277,0.5,0.999999999999996,0.3161762330976251,3.113456716959933e-09,6.5092422737631355e-09,0.0005971404713369,0.9999999999999992,0.0003035315165112,0.0,0.0,0.3128793173936818,0.1601703748175935,0.0,0.0,0.2976100199580808,0.1401415895024047,0.4360904157579575,0.4360904157579575,0.3202051648621305,0.1780057400031436,0.3897552856856459,0.3897552856856459,0.3019854044217765,0.1510153271332377,0.6620211610492299,0.0817307692307692,2.563666792519488e-08,0.1867321867321867,0.7272727272727273,0.8016856048615387,0.6402526667009347,0.9100602270861916,0.5296965609170505,0.6170261874890782,0.6050490721468966,0.5807970407136622,0.5924663076288326,0.6510915807260781,0.5586363020490759,0.7934983290367723,0.5230079260382704,0.3703693706611952,0.389020214993766,0.3913663110124106,2.2699842779045607e-08,0.4388523061843148,6.711838589290108e-09,0.5413541878677497,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,5,0.0,0.4869495506986026,0.1003995138450947,0.0,0.9999999999999954,0.3161762330976238,3.113460195453796e-09,6.5092411993605825e-09,0.0005971396171884,0.999999999999996,0.0040109712301752,0.0,0.0,0.2260298849485583,0.3070593442485043,0.0,0.0,0.2266872785655724,0.3469727339816718,0.6401798662334874,0.6401798662334874,0.255272505259659,0.3460953653091495,0.6693553075899521,0.6693553075899521,0.2588429768995058,0.3858164777021107,0.4459929463169234,0.0769230769230769,2.0758492051238923e-08,0.1695331695331696,0.1818181818181818,0.7464708323617185,0.6271982932225044,0.8596556596021345,0.4563414368642203,0.7014544438365612,0.3315726961830552,0.4584647449974373,0.4891083520137744,0.3775011237504849,0.4390893136539604,0.4870268435832792,0.3938106989248544,0.6802446275531504,0.3518270412729347,0.4371864061807131,2.1366734804342063e-08,0.3441827430391135,5.8141583625089114e-09,0.3403176091375643,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,6,0.0,0.513796850382284,0.0583445950711114,0.0,0.999999999999983,0.316176233097624,3.113460355137213e-09,6.509241516071243e-09,0.0005971396136473,0.9999999999999908,0.0010062282011513,0.0,0.0,0.3891928253040547,0.3148909749156462,0.0,0.0,0.3618322442292117,0.2619629801612316,0.2952429517493407,0.2952429517493407,0.3903638584592107,0.3219421040347209,0.2098283056867309,0.2098283056867309,0.3598691873430732,0.2634415212444971,0.8086955630960657,0.0721153846153846,2.7018816863921192e-08,0.1621621621621621,0.5454545454545456,0.3522959183391146,0.6573262231882713,0.7769746167995989,0.3867448168203642,0.3880592005674959,0.5622909718080735,0.6748017171127056,0.6918192336299,0.610234576272023,0.4799589450633699,0.7477309913258029,0.4379794657123276,0.3318090502680784,0.4269211221629643,0.5735298403114175,1.8934951335022552e-08,0.4674487349010567,5.305180047679206e-09,0.656336628981885,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,7,0.0,0.4790585816316342,0.0848215351073183,0.0,0.9999999999999922,0.3161762330976241,3.113461899484225e-09,6.509241623609539e-09,0.0005971392913942,0.9999999999999946,0.0049071609318044,0.0,0.0,0.4130547591099674,0.4312934734557227,0.0,0.0,0.3888216749557515,0.3482387616653799,0.2613171017975975,0.2613171017975975,0.4143608324140972,0.4449403485197554,0.2057605999821286,0.2057605999821286,0.3898668691999183,0.3618724448746132,0.6173911261921317,0.0865384615384614,3.7919934752300746e-08,0.1646191646191646,0.3636363636363637,0.4831235563990841,0.4105281340671913,0.6199883414422419,0.6566532555610485,0.5609952239055223,0.7308874600684168,0.7801799531393296,0.776784382920118,0.7676129907273889,0.342874433992935,0.924023677059844,0.289829027528183,0.5676391765538167,0.143985423506239,0.1770830937289,4.483668054028444e-08,0.7205074660260049,6.62370493894121e-09,0.690095875542277,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,8,0.0,0.4693368775749343,0.2026973039126778,0.0,0.9999999999999888,0.3161762330976239,3.1134593265770446e-09,6.509241794940259e-09,0.0005971398624281,0.9999999999999932,0.0003778666391939,0.0,0.0,0.5544197457948946,0.3694622463788216,0.0,0.0,0.5294210295110942,0.386804190325142,0.2298219625718496,0.2298219625718496,0.5655998820177757,0.375778744417828,0.2088471563306351,0.2088471563306351,0.5470785794046753,0.4061543724109505,0.8790991277402858,0.0769230769230769,1.4662107601819161e-08,0.1547911547911548,0.2727272727272727,0.5584374518533354,0.3512232069101584,0.6135335520902538,0.7958293500039301,0.4801384530112915,0.4912921934133689,0.6100746987494183,0.6348256995033168,0.5408874811868335,0.4737792583345676,0.670049527265305,0.4313009336535259,0.480595217598986,0.3985222752075352,0.4183477822483614,4.567915237304789e-08,0.8451174021099939,6.000593744948549e-09,0.7831227493840232,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,9,0.0,0.4015546696515428,0.0457449430390384,0.0,0.9999999999999906,0.3161762330976244,3.113461468770922e-09,6.509241708045033e-09,0.0005971393924203,0.9999999999999912,0.0005584021568467,0.0,0.0,0.6655214792604268,0.4441015150766426,0.0,0.0,0.6445034136364488,0.3970364981193248,0.3520662993857333,0.3520662993857333,0.6770393273449234,0.4623962346123819,0.3516567955396974,0.3516567955396974,0.6645342725870005,0.4224129407468902,0.8286018201247918,0.0865384615384614,2.1308395165692173e-08,0.1474201474201474,0.5454545454545456,0.4430194614636794,0.3401259071078799,0.748770988553268,0.7084371197960302,0.5893366950977064,0.3435370253002925,0.3050672468930724,0.3219990423798133,0.3901156800420384,0.4093010257945355,0.501157459997326,0.3616177993112807,0.1426667089754278,0.8051016242933868,0.863392869498846,3.6136458429391376e-08,0.5783756799437354,6.6704560355543404e-09,0.6072543858599195,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,10,0.0,0.5042041993104968,0.0818855274341542,0.0,0.9999999999999756,0.3161762330976244,3.113460479815285e-09,6.5092414602320395e-09,0.0005971395813437,0.9999999999999828,0.0006263050639443,0.0,0.0,0.5069062184705202,0.3278883083152868,0.0,0.0,0.4822800879929846,0.326204274017998,0.6471293504821372,0.6471293504821372,0.5124112476707338,0.3660976825570897,0.5830387536230792,0.5830387536230792,0.492343924052801,0.3608844580279867,0.6372973832208577,0.0817307692307692,3.3304718258836324e-08,0.1941031941031941,0.1818181818181818,0.6914781382876615,0.5385726165155957,0.7274146425616855,0.6929129264796409,0.5095649635670417,0.5100342031352421,0.4757739385761876,0.4904941188724052,0.5593805029430586,0.5549959098007952,0.6907651030717223,0.5190736689657057,0.6228483183575833,0.3047738033738436,0.2818456021068216,2.241800770348823e-08,0.3370497860390147,5.799044503195222e-09,0.3804613410642996,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,11,0.0,0.4382082421246102,0.1059837093891217,0.0,0.9999999999999954,0.3161762330976229,3.1134610770327633e-09,6.509241280476691e-09,0.0005971394351551,0.9999999999999964,0.0006721487290415,0.0,0.0,0.4826143791404391,0.3548925665646039,0.0,0.0,0.4695167592773323,0.3408980932569266,0.4825768587152725,0.4825768587152725,0.4894590627189341,0.3788115711329893,0.4781191315538966,0.4781191315538966,0.4801954853086899,0.3691403620328682,0.4964902539324174,0.0865384615384614,1.5473412397083412e-08,0.1719901719901719,0.4545454545454545,0.775665863512999,0.5025301920920828,0.7308636483802987,0.7192123895164915,0.612974624204363,0.5051778157312472,0.4454064691864747,0.4600644058019476,0.5546017016248248,0.4328984590086709,0.6854119692040829,0.3871200974587264,0.6292945331724527,0.2990216515373762,0.1541791084734454,4.067961247513943e-08,0.5478881211264823,7.411568606984108e-09,0.550828206467388,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,12,0.0,0.5541678276157177,0.069646146112766,0.0,0.9999999999999936,0.3161762330976236,3.113461578733739e-09,6.5092418243316764e-09,0.0005971393800606,0.9999999999999928,0.0024502137850188,0.0,0.0,0.5092838280583178,0.3741674174768185,0.0,0.0,0.5000430502290067,0.3539971461791664,0.4995354199876436,0.4995354199876436,0.5154330292286684,0.3991281013637829,0.5121544357572865,0.5121544357572865,0.5101760058466949,0.3842667003876262,0.7077009478650773,0.0769230769230769,5.822838021578217e-09,0.1056511056511056,0.4545454545454545,0.6379358798357252,0.713656268401778,0.8838933444608694,0.4046893908253267,0.6601625285779182,0.2478588274224855,0.1929400881869991,0.2160281334681304,0.2874172927134266,0.4779991372590941,0.3861164323849497,0.4358614555492814,0.0894994547895118,0.916363300793305,0.91121166514393,1.3975696315234843e-08,0.2955088708543263,7.061488256483432e-09,0.5454692532290226,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
5,1,13,0.0,0.4568193659146542,0.0118157883676782,0.5,0.9999999999999974,0.3161762330976247,3.113463407824853e-09,6.5092421574962565e-09,0.0005971390184462,0.9999999999999976,0.0001213704915552,0.0,0.0,0.5277697862729736,0.2808022398454344,0.0,0.0,0.5007172640901203,0.2082947995952134,0.5336842354569824,0.5336842354569824,0.532936180733061,0.3104711058422597,0.4732151663591328,0.4732151663591328,0.511373139685852,0.2332014244073885,0.4202194165298019,0.0841346153846153,1.7224817626399266e-08,0.1547911547911548,0.5454545454545456,0.3099803501956187,0.4964664831528069,0.6404332051951505,0.4917911162282483,0.8702583833027062,0.6103888335039787,0.7110747393916661,0.730756305055209,0.6561475085745931,0.6703709377575239,0.7991618954343234,0.6437621608412329,0.4541943229816585,0.2837219281969709,0.3796767999888133,3.956890660177261e-08,0.4136718761254019,7.691976678568388e-09,0.4484009811766813,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
