fid,iid,rep,alg_B8,alg_B16,alg_B24,alg_B32,alg_B40
4,5,7,Non-elitist,PSO,Non-elitist,Same,Non-elitist
4,5,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
4,5,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
4,5,10,Non-elitist,PSO,Non-elitist,PSO,Non-elitist
4,5,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
4,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
4,5,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
4,5,14,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
4,5,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
4,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
4,5,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
4,5,18,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
4,5,19,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
5,1,0,Same,Same,Same,Non-elitist,Same
5,1,1,Same,PSO,Same,Non-elitist,Same
5,1,2,PSO,PSO,Same,PSO,Same
5,1,3,PSO,Same,PSO,Same,PSO
5,1,4,Same,Same,Same,Non-elitist,Same
5,1,5,Same,Same,Same,Same,Same
5,1,6,Same,Same,Same,Same,Same
5,1,7,Same,Non-elitist,Same,PSO,Same
5,1,8,PSO,Same,Same,Same,Same
5,1,9,Same,Non-elitist,Same,Non-elitist,PSO
5,1,10,Same,Same,Same,Same,PSO
5,1,11,Same,Non-elitist,PSO,Same,Same
5,1,12,Same,Same,Same,Non-elitist,Same
5,1,13,Same,Same,Same,Same,Same
5,1,14,Same,Same,Same,PSO,PSO
5,1,15,Same,Same,Same,Same,PSO
5,1,16,Same,PSO,Same,Same,Non-elitist
5,1,17,PSO,Same,Same,PSO,Same
5,1,18,PSO,Same,Same,Same,Same
5,1,19,Same,Same,Same,Non-elitist,PSO
5,2,0,PSO,Same,Same,PSO,Same
5,2,1,Same,PSO,PSO,Non-elitist,Same
5,2,2,Same,PSO,PSO,Non-elitist,Same
5,2,3,Same,Same,Same,Same,PSO
5,2,4,Same,Same,PSO,Same,Same
5,2,5,Same,PSO,Same,Non-elitist,PSO
5,2,6,PSO,PSO,Same,PSO,Same
5,2,7,Same,Same,PSO,Same,Same
5,2,8,Same,PSO,Same,PSO,Same
5,2,9,Same,PSO,Same,Same,Same
5,2,10,PSO,Same,PSO,PSO,Non-elitist
5,2,11,Same,Same,Same,Same,PSO
5,2,12,PSO,Same,PSO,Non-elitist,Same
5,2,13,PSO,PSO,PSO,Same,Same
5,2,14,Same,Same,Same,Same,Same
5,2,15,Same,Same,PSO,PSO,Same
5,2,16,Same,Same,Same,PSO,Same
5,2,17,PSO,PSO,Same,Same,Same
5,2,18,Same,PSO,PSO,Non-elitist,Same
5,2,19,Same,PSO,PSO,Same,Same
5,3,0,PSO,Same,Same,Same,Same
5,3,1,Same,Same,Same,Same,Same
5,3,2,PSO,PSO,Same,PSO,PSO
5,3,3,Same,Same,PSO,PSO,Same
5,3,4,Same,Same,Same,Non-elitist,Same
5,3,5,Same,Same,Same,Same,Non-elitist
5,3,6,PSO,Same,Same,Same,Same
5,3,7,PSO,Same,Same,PSO,Same
5,3,8,PSO,Same,Same,Same,Same
5,3,9,Same,PSO,Same,Same,Same
5,3,10,Same,Same,Same,PSO,Same
5,3,11,Same,Same,Same,Non-elitist,Same
5,3,12,Same,Same,Same,Same,Same
5,3,13,PSO,PSO,PSO,PSO,Same
5,3,14,PSO,Same,Same,PSO,Same
5,3,15,PSO,Same,Same,Same,PSO
5,3,16,PSO,Same,Same,Same,Same
5,3,17,PSO,Same,PSO,Non-elitist,Same
5,3,18,Non-elitist,Same,PSO,PSO,Same
5,3,19,PSO,PSO,Same,Same,Same
5,4,0,Same,PSO,Same,Non-elitist,Same
5,4,1,Same,PSO,Same,Non-elitist,PSO
5,4,2,PSO,PSO,PSO,Same,Same
5,4,3,Same,Same,PSO,Same,Same
5,4,4,Same,Same,Same,Same,Same
5,4,5,Same,PSO,Same,Same,Same
5,4,6,Same,Same,PSO,Same,Same
5,4,7,PSO,Non-elitist,Same,Same,Same
5,4,8,PSO,Same,PSO,Same,Same
5,4,9,Same,Same,Same,Same,Same
5,4,10,Same,Same,Same,Same,PSO
5,4,11,Same,Same,Same,Same,Same
5,4,12,Same,Same,Same,PSO,Same
5,4,13,Same,Same,Same,Same,Same
5,4,14,Same,PSO,PSO,Same,Same
5,4,15,Same,Same,Same,Non-elitist,Same
5,4,16,PSO,PSO,Same,Same,Same
5,4,17,PSO,PSO,Same,Same,Same
5,4,18,Same,Same,Same,PSO,PSO
5,4,19,PSO,PSO,Same,PSO,Same
5,5,0,PSO,Same,Non-elitist,Non-elitist,Same
5,5,1,Same,Same,Same,Same,Same
5,5,2,Same,Same,PSO,Same,Same
5,5,3,Non-elitist,PSO,Same,Same,PSO
5,5,4,PSO,Same,Same,Same,PSO
5,5,5,Same,Non-elitist,Same,Same,Same
5,5,6,PSO,PSO,Same,Non-elitist,Same
5,5,7,PSO,Non-elitist,PSO,Non-elitist,Same
5,5,8,PSO,Same,PSO,Non-elitist,Same
5,5,9,PSO,PSO,Same,Same,Same
5,5,10,Same,Same,Non-elitist,PSO,PSO
5,5,11,Same,Same,Same,Non-elitist,Same
5,5,12,Same,Same,Same,Non-elitist,Same
5,5,13,Same,PSO,Same,Non-elitist,Same
5,5,14,PSO,Same,PSO,Non-elitist,Same
5,5,15,Same,PSO,Same,Same,Same
5,5,16,PSO,Same,PSO,Non-elitist,Same
5,5,17,PSO,PSO,Same,Non-elitist,Same
5,5,18,PSO,Same,Same,Non-elitist,Same
5,5,19,Same,PSO,Same,PSO,Same
6,1,0,BFGS,Same,BFGS,BFGS,BFGS
6,1,1,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,2,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,3,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,4,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,5,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,6,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,7,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,8,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,9,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,10,BFGS,Same,BFGS,BFGS,BFGS
6,1,11,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,12,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,13,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,14,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,15,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,16,BFGS,Same,BFGS,BFGS,BFGS
6,1,17,BFGS,Same,BFGS,BFGS,BFGS
6,1,18,BFGS,BFGS,BFGS,BFGS,BFGS
6,1,19,BFGS,BFGS,BFGS,BFGS,BFGS
6,2,0,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
6,2,1,BFGS,Non-elitist,Non-elitist,BFGS,BFGS
6,2,2,BFGS,BFGS,BFGS,BFGS,BFGS
6,2,3,BFGS,BFGS,BFGS,BFGS,BFGS
6,2,4,BFGS,Same,BFGS,BFGS,BFGS
6,2,5,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
6,2,6,Non-elitist,BFGS,Non-elitist,BFGS,BFGS
6,2,7,BFGS,Non-elitist,BFGS,BFGS,BFGS
6,2,8,BFGS,Non-elitist,Same,BFGS,BFGS
6,2,9,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
6,2,10,BFGS,Non-elitist,BFGS,BFGS,BFGS
6,2,11,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
6,2,12,BFGS,BFGS,BFGS,BFGS,BFGS
6,2,13,Non-elitist,Same,BFGS,BFGS,BFGS
6,2,14,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
6,2,15,BFGS,BFGS,BFGS,BFGS,BFGS
6,2,16,BFGS,BFGS,BFGS,BFGS,BFGS
6,2,17,Non-elitist,Non-elitist,Same,BFGS,BFGS
6,2,18,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
6,2,19,Non-elitist,BFGS,BFGS,BFGS,BFGS
6,3,0,BFGS,Same,Non-elitist,Non-elitist,BFGS
6,3,1,BFGS,Same,BFGS,Non-elitist,BFGS
6,3,2,BFGS,Non-elitist,Non-elitist,BFGS,BFGS
6,3,3,BFGS,Same,Non-elitist,BFGS,BFGS
6,3,4,Non-elitist,Same,Non-elitist,BFGS,BFGS
6,3,5,BFGS,Same,BFGS,BFGS,BFGS
6,3,6,Non-elitist,Same,Same,BFGS,BFGS
6,3,7,Non-elitist,Same,Non-elitist,BFGS,BFGS
6,3,8,BFGS,Non-elitist,Non-elitist,BFGS,BFGS
6,3,9,BFGS,Non-elitist,Non-elitist,BFGS,BFGS
6,3,10,BFGS,BFGS,BFGS,BFGS,BFGS
6,3,11,BFGS,Non-elitist,Non-elitist,BFGS,BFGS
6,3,12,BFGS,BFGS,BFGS,BFGS,BFGS
6,3,13,BFGS,Non-elitist,Same,BFGS,BFGS
6,3,14,BFGS,Same,Non-elitist,BFGS,BFGS
6,3,15,BFGS,BFGS,BFGS,BFGS,BFGS
6,3,16,Non-elitist,Same,Non-elitist,BFGS,BFGS
6,3,17,BFGS,Same,Non-elitist,BFGS,BFGS
6,3,18,BFGS,Non-elitist,BFGS,BFGS,BFGS
6,3,19,BFGS,Same,Non-elitist,BFGS,BFGS
6,4,0,BFGS,Non-elitist,BFGS,Non-elitist,BFGS
6,4,1,BFGS,Non-elitist,Non-elitist,Non-elitist,BFGS
6,4,2,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
6,4,3,BFGS,Non-elitist,BFGS,Non-elitist,BFGS
6,4,4,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS
6,4,5,BFGS,Non-elitist,BFGS,Non-elitist,BFGS
6,4,6,BFGS,BFGS,BFGS,Non-elitist,BFGS
6,4,7,BFGS,BFGS,BFGS,Non-elitist,BFGS
6,4,8,BFGS,BFGS,BFGS,Non-elitist,BFGS
6,4,9,BFGS,Same,BFGS,Non-elitist,BFGS
6,4,10,BFGS,Non-elitist,BFGS,BFGS,BFGS
6,4,11,BFGS,Non-elitist,BFGS,Non-elitist,BFGS
6,4,12,BFGS,Non-elitist,Same,Non-elitist,BFGS
6,4,13,BFGS,Non-elitist,BFGS,Non-elitist,BFGS
6,4,14,BFGS,Non-elitist,Same,Non-elitist,BFGS
6,4,15,BFGS,Non-elitist,BFGS,BFGS,BFGS
6,4,16,BFGS,Non-elitist,BFGS,Non-elitist,BFGS
6,4,17,BFGS,Non-elitist,BFGS,Non-elitist,BFGS
6,4,18,BFGS,Non-elitist,BFGS,Non-elitist,BFGS
6,4,19,BFGS,Same,Non-elitist,Non-elitist,BFGS
6,5,0,Non-elitist,Non-elitist,Same,Non-elitist,BFGS
6,5,1,Non-elitist,Same,Same,Non-elitist,BFGS
6,5,2,BFGS,Same,Same,Non-elitist,BFGS
6,5,3,Non-elitist,Same,Same,Same,BFGS
6,5,4,Non-elitist,Same,Same,Same,Same
6,5,5,Non-elitist,Same,Same,Non-elitist,BFGS
6,5,6,Non-elitist,Same,Same,Non-elitist,BFGS
6,5,7,Non-elitist,Same,Same,Non-elitist,BFGS
6,5,8,BFGS,BFGS,Same,Non-elitist,BFGS
6,5,9,BFGS,BFGS,Same,Non-elitist,BFGS
6,5,10,Non-elitist,Same,Same,Non-elitist,BFGS
6,5,11,Non-elitist,Same,Same,Non-elitist,BFGS
6,5,12,Non-elitist,Same,Same,Same,BFGS
6,5,13,Non-elitist,Non-elitist,Same,Non-elitist,BFGS
6,5,14,Non-elitist,Same,Non-elitist,Non-elitist,BFGS
6,5,15,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
6,5,16,Non-elitist,Same,Same,Non-elitist,BFGS
6,5,17,Non-elitist,Same,Same,Non-elitist,BFGS
6,5,18,Non-elitist,Same,Same,Non-elitist,BFGS
6,5,19,Non-elitist,Same,Same,Non-elitist,BFGS
7,1,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,6,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
7,1,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,12,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
7,1,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,1,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,2,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
7,2,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,7,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
7,2,8,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
7,2,9,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
7,2,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,12,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
7,2,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,2,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,3,0,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
7,3,1,BFGS,BFGS,BFGS,BFGS,BFGS
7,3,2,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,3,3,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist
7,3,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
7,3,5,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist
7,3,6,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
7,3,7,Non-elitist,BFGS,BFGS,Non-elitist,BFGS
7,3,8,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist
7,3,9,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,3,10,Non-elitist,BFGS,BFGS,BFGS,Non-elitist
7,3,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,3,12,BFGS,Non-elitist,Non-elitist,Non-elitist,BFGS
7,3,13,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
7,3,14,BFGS,Non-elitist,Non-elitist,BFGS,Non-elitist
7,3,15,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
7,3,16,Non-elitist,BFGS,BFGS,BFGS,Non-elitist
7,3,17,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,3,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,3,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO
7,4,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,4,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,0,Non-elitist,PSO,Non-elitist,BFGS,BFGS
7,5,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,15,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
7,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
7,5,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
8,1,0,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,1,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,2,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,3,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,4,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,5,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,6,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,7,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,8,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,9,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,10,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,11,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,12,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,13,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,14,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,15,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,16,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,17,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,18,BFGS,BFGS,BFGS,BFGS,BFGS
8,1,19,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,0,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,1,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,2,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,3,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,4,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,5,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,6,Non-elitist,BFGS,BFGS,BFGS,BFGS
8,2,7,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,8,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,9,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,10,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,11,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,12,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,13,BFGS,Non-elitist,BFGS,BFGS,BFGS
8,2,14,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,15,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,16,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,17,Non-elitist,BFGS,BFGS,BFGS,BFGS
8,2,18,BFGS,BFGS,BFGS,BFGS,BFGS
8,2,19,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,0,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,1,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,2,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,3,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,4,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,5,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,6,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,7,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,8,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,9,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,10,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,11,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,12,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,13,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,14,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,15,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,16,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,17,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,18,BFGS,BFGS,BFGS,BFGS,BFGS
8,3,19,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,0,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,1,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,2,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,3,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,4,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,5,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,6,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,7,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,8,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,9,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,10,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,11,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,12,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,13,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,14,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,15,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,16,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,17,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,18,BFGS,BFGS,BFGS,BFGS,BFGS
8,4,19,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,0,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,1,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,2,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,3,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,4,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,5,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,6,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,7,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,8,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,9,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,10,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,11,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,12,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,13,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,14,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,15,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,16,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,17,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,18,BFGS,BFGS,BFGS,BFGS,BFGS
8,5,19,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,0,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,1,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,2,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,3,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,4,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,5,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,6,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,7,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,8,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,9,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,10,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,11,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,12,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,13,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,14,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,15,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,16,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,17,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,18,BFGS,BFGS,BFGS,BFGS,BFGS
9,1,19,BFGS,Same,BFGS,BFGS,BFGS
9,2,0,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,1,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,2,BFGS,BFGS,BFGS,BFGS,BFGS
