fid,iid,rep,vbs_precisions,selector_precision,selected_algorithm,selector_switch_budget,static_B20,static_B40,static_B60,static_B80,static_B100,static_B120,static_B140,static_B160,static_B180,static_B200,static_B300,static_B400,static_B500,static_B600,static_B700,static_B800,static_B900,static_B1000,static_B1100,static_B1200,static_B1300,static_B1400,static_B1500,static_B1600,static_B1700,static_B1800,static_B1900,static_B2000
4,7,18,13.9294169524,13.9294169524,Non-elitist,20,13.9294169524,17.9092480493,19.8991521701,25.8688907061,29.8487010957,14.9243555903,24.8739310417,28.8537420362,24.8739159696,20.8940998566,21.8890592954,21.8890592952,37.8083432768,21.889059321,21.889059321,37.8083432768,21.8890592954,21.889059321,21.889059321,21.889059321,21.8890592954,28.8815262634,37.8083522883,37.8083432769,37.8083433003,37.8083432947,37.8083432777,37.8083432826
4,7,19,10.9445445908,10.9445445908,Non-elitist,20,10.9445445908,21.88907913,24.8739311997,24.8739310597,16.9142977058,34.823445726,33.8283494108,13.9294167237,21.8890791755,20.8940999066,18.9042069713,18.9042069713,18.9042069713,18.9042069713,18.9042069713,18.9042069713,18.9042069713,18.9168931139,18.9052286809,18.9044770088,18.9042667543,18.9042155208,18.9042099938,18.9042069713,18.9042070481,18.9042069857,18.9042069713,18.9042069718
5,6,0,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,1,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,2,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,3,0.0,0.0,Same,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,4,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,5,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,6,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,7,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,8,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,9,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,10,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,11,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,12,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,13,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,14,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,15,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,16,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,17,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,18,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,19,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,0,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,1,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,2,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,3,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,4,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,5,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,6,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,7,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,8,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,9,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,10,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,11,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,12,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,13,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,14,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,15,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,16,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,17,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,18,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,19,0.0,0.0,Same,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0,6.5596e-06,0.0004322485,BFGS,600,0.011281691,0.0812205169,0.0010336473,0.00018375,8.81776e-05,0.0034141639,0.2001498999,5.42356e-05,0.6096105659,0.0428994881,0.0001307481,6.5596e-06,0.0005075561,0.0004322485,9.05083e-05,0.0006658558,0.0005385858,2.00132e-05,1.7553e-05,0.0001768054,0.0004742677,0.0004874717,0.0005128096,0.0002849664,0.0005730647,0.0005259641,0.0004874717,0.0004874717
6,6,1,7.406e-07,0.0019198947,BFGS,160,0.0034638585,0.0004661086,0.013121393,2.22245486,0.0160297753,0.0012027923,0.0017721677,0.0019198947,7.406e-07,0.0001444815,0.0008641253,4.40448e-05,0.0046564526,0.0023951477,0.000291373,0.0061253913,0.0010069771,0.0024953586,0.000500465,0.0018807068,0.0004893216,0.0023147723,0.0091122029,0.0091122029,0.0090588419,0.0111290842,0.0091122029,0.0091122029
6,6,2,1.2975e-06,0.0001646502,Non-elitist,600,0.0005090854,0.0015914106,0.0026495254,0.0005027492,0.0009905423,0.0044151679,9.10755e-05,0.0033734623,0.0011852067,0.0004601419,0.0004678371,0.4208872808,1.2975e-06,0.0001646502,0.0002905853,0.0004825618,0.001477459,0.0018605913,0.0088941928,0.0023315297,0.0606721141,0.0221575814,0.0221575814,0.0221575814,0.0292756701,0.0221575814,0.0221575814,0.0221575814
6,6,3,7.976e-07,0.0075143934,BFGS,600,1.3737327903,0.0082596742,0.0257900908,0.0015079172,0.0002770474,2.4323e-06,8.39915e-05,2.51175e-05,0.7158591484,0.0057156282,0.0241922015,0.0002695809,0.0005299018,0.0075143934,0.0004950706,0.0608681373,9.73762e-05,0.0169849874,0.1129955095,0.0051968289,0.0062618129,0.0061541084,0.0781407098,0.0439158064,0.0781407098,0.0781407098,0.0739476732,0.0781407098
6,6,4,5.68406e-05,5.68406e-05,BFGS,600,0.0826753059,0.0573412136,0.0995923381,0.7036938328,0.0002782142,0.0017649086,0.0075587433,0.00027023,0.0009898519,0.053537615,0.0784966852,0.0073552268,0.2192544357,5.68406e-05,0.003868145,0.0001174052,0.0119115504,0.0188197641,0.0010093202,0.0046366701,0.0054273606,0.0105047163,0.0105047163,0.0105047163,0.0105047163,0.0085137764,0.0118599444,0.0105047163
6,6,5,1.446e-07,0.0253007233,BFGS,140,5.37141e-05,0.0015143692,0.0084346878,0.0414872375,0.0236141171,5.43019e-05,0.0253007233,0.0013228208,0.0002526731,0.0880468575,0.0002574055,0.0002671836,0.0002590142,1.446e-07,0.0025198857,0.0001127865,9.33125e-05,0.004264237,0.0035531725,0.0044448149,0.0023707456,0.0043425757,0.0154646835,0.0050148931,0.0034842789,0.0038535159,0.004264237,0.004264237
6,6,6,3.7888e-06,0.014184558,BFGS,600,0.0009668459,0.0017380828,0.0002610384,3.7888e-06,0.0021157187,0.3983642327,0.000829988,7.30587e-05,0.0011244396,1.0069e-05,0.0006700679,0.0003815689,0.0006558612,0.014184558,0.0001380683,0.0025060569,0.0315755375,0.2474265977,0.0001631528,0.0028542228,0.0021250469,0.0023828376,0.0093297937,0.0023969653,0.0021250469,0.0046504221,0.0018845295,0.0021250469
6,6,7,8.9539e-06,8.9539e-06,BFGS,600,0.000272325,0.0027519277,0.0008679149,0.1433722654,0.0009381678,0.0003941198,0.0012332067,0.0005424563,0.0003803003,0.000483209,0.0619043499,0.0049488338,0.0057939134,8.9539e-06,2.16545e-05,0.024396045,0.007008837,0.0011355264,0.0430170543,0.0024894715,0.007741314,0.0041122383,0.0045969164,0.0112000702,0.0082063216,0.0121205055,0.0149548031,0.0149548031
6,6,8,1.25165e-05,2.1804e-05,BFGS,600,0.0015094974,0.0006607131,0.0006647436,0.3239162693,0.0021135998,0.5695658257,0.0471468189,0.0017386858,0.0006542433,0.002941679,0.0015142665,0.0240123568,0.0004792906,2.1804e-05,8.20948e-05,0.0001810175,0.0008388257,0.0009618935,0.0026493978,0.0003430528,0.0004858419,0.0025105962,0.0008740274,0.0025105962,0.0025105962,0.0029654895,0.0025105962,0.0025105962
6,6,9,1.7444e-06,0.0005130978,BFGS,600,0.0007727705,0.0003582824,0.001907771,0.0789648312,4.0292e-05,0.0025959939,0.634705825,0.0100140201,6.51756e-05,0.1531144335,0.0003038006,1.7444e-06,0.021882229,0.0005130978,0.0001451638,5.71312e-05,5.9659e-05,0.002041105,0.0005920346,0.0005070805,0.0033945203,0.003250852,0.0007727705,0.0007727705,0.0007727705,0.0018759683,0.0007727705,0.0007727705
6,6,10,1.9173e-06,0.0020671352,BFGS,140,0.0804259781,0.002502215,2.95412e-05,2.1304313943,0.0451202147,2.381567104,0.0020671352,0.0112214075,0.0012526832,1.46648e-05,0.0002766391,1.9173e-06,0.0011254914,0.0287377173,0.0008909523,0.0014475049,0.0144532187,0.0217635128,0.0073817548,0.0143698478,0.0413229279,0.0031846476,0.0106693571,0.0035747524,0.0140270685,0.0171952364,0.0156084291,0.0156084291
6,6,11,3.596e-07,0.005327122,BFGS,600,0.0023539478,0.0104032448,0.0018804062,0.0008346811,0.0202592228,0.0603127588,0.0002726794,1.56783e-05,0.000144514,0.0135947299,1.5665e-06,0.0002701375,3.596e-07,0.005327122,0.0001645719,0.018604571,0.0087727977,0.0024256306,0.0012682576,0.0013477709,0.0024616684,0.0055564969,0.0082957142,0.0082957142,0.0517749458,0.0415272344,0.0082957142,0.0082957142
6,6,12,5.5685e-06,0.000678667,BFGS,600,0.0021999957,0.0035258473,0.0009344261,0.000254025,0.0080141316,0.0370931937,0.0058728431,0.0134159839,0.0001655643,9.0698661158,1.23024e-05,0.0208725398,0.0012931274,0.000678667,0.0047941435,5.5685e-06,0.0006867822,0.0137408259,0.0065900431,0.0061555764,0.0027798569,0.0046455096,0.0045969433,0.0021999957,0.0045768484,0.0033574327,0.0021999957,0.0021999957
6,6,13,1.0657e-06,1.69153e-05,Non-elitist,600,2.9516370503,0.7140385657,0.00128849,0.0025448971,0.0005304509,3.03231e-05,0.0001263041,2.7976045634,0.054253035,0.0278503438,6.71176e-05,6.0154e-06,1.0657e-06,1.69153e-05,8.1895e-05,1.5457e-05,0.0001688281,0.000197319,0.0001424001,5.19636e-05,0.0005208251,5.35212e-05,0.0001424001,0.0001424001,0.0002833368,0.0005120339,0.0001424001,0.0001424001
6,6,14,3.6809e-06,0.0001693095,BFGS,600,0.002286932,0.0022167515,0.0003587207,0.0113318024,0.0017942914,4.7881e-06,3.6809e-06,5.7994e-06,0.0003412634,0.0127561874,0.0004574105,0.0046745732,7.689e-06,0.0001693095,0.0017743841,0.0004853926,0.0089421281,0.0023336273,0.0024784859,0.0011474854,0.0006071932,0.002286932,0.002286932,0.002286932,0.0045344748,0.0013024121,0.0024680425,0.002286932
6,6,15,4.7468e-06,0.0002798146,BFGS,600,0.0007932754,0.0038192917,0.0005035427,0.0960499693,0.0007168275,0.0784533526,0.0005047332,0.0468099699,0.0017475795,0.0018184988,0.0046562506,4.84081e-05,4.7468e-06,0.0002798146,0.0013872387,0.0261083626,0.0002717541,0.0012786518,0.0004335862,0.0003339728,7.3391e-05,7.3391e-05,7.3391e-05,5.63993e-05,8.5526e-05,7.3391e-05,7.3391e-05,7.3391e-05
6,6,16,8.683e-07,0.0009062476,BFGS,600,0.4440006953,0.8199539679,0.0007550684,0.0270176264,8.41148e-05,0.0127987335,0.000510179,1.05012e-05,0.6231261439,8.683e-07,0.0594494948,0.0003081727,0.0757844324,0.0009062476,0.0002724704,8.0445e-06,0.000277358,0.0002637939,0.0022755273,0.0028483361,0.0049422335,0.0071554191,0.0180996182,0.0053446805,0.0184900104,0.0041871072,0.0082318581,0.0049422335
6,6,17,2.4848e-06,0.0005627,BFGS,180,0.0026746822,0.0048866224,0.0013459202,0.03913207,5.5819e-06,0.0046685556,1.84748e-05,0.0001452468,0.0005627,0.0012631781,0.0025660367,0.0046581214,2.90014e-05,2.4848e-06,0.000401907,0.0026864291,0.0065008629,0.0055796768,0.1017864935,0.0418453181,0.041273071,0.0048866224,0.0128353119,0.0073049278,0.0081466719,0.0059549479,0.0048866224,0.0048866224
6,6,18,3.878e-07,0.0082273796,BFGS,600,0.0097301143,0.0013462336,0.078325868,9.3442e-06,0.0002787591,0.0090118199,0.0001646125,3.80078e-05,1.0842e-06,4.7507e-06,0.0025173515,0.0797202779,0.0021561479,0.0082273796,0.0332956124,0.0067760834,0.0084731762,0.0001244838,0.0006129864,0.0045093016,0.001090637,0.0115609485,0.0115609485,0.0115609485,0.0115609485,0.0086925679,0.0115609485,0.0115609485
6,6,19,1.8423e-06,0.001072777,BFGS,600,0.0179196244,0.0006466619,0.0017407258,0.000194336,0.0001555346,0.0144837057,0.0650341554,1.8423e-06,0.0004636164,0.0404704462,0.0046637223,0.0014782431,0.0002196084,0.001072777,0.000831541,5.55474e-05,0.0009947151,0.0179196244,0.0179196244,0.0051001463,0.0026071015,0.0179196244,0.0179196244,0.0235068354,0.0100650447,0.0179196244,0.0179196244,0.0179196244
6,7,0,1.6811e-06,0.0020461086,BFGS,200,1.3618062653,0.5850796194,0.0005406008,0.3679955292,0.004619705,0.0005397591,1.6811e-06,0.0001793926,0.0009912648,0.0020461086,0.0002622389,0.0014041397,0.0159085146,0.0045082198,3.02055e-05,7.08554e-05,0.0009224015,0.0002390668,0.0016347185,0.0016347185,0.0021238674,0.0016347185,0.0010799043,0.0005316987,0.0016347185,0.0038972641,0.0016347185,0.0016347185
6,7,1,2.41e-08,2.41e-08,BFGS,160,4.6250706622,0.7898723131,0.0133607743,0.0186966178,8.0283e-06,0.0009260583,0.0002613287,2.41e-08,6.772e-06,4.74115e-05,0.0036524506,0.0108298317,0.0002754479,1.68675e-05,1.4397e-06,6.50877e-05,0.002550755,0.0002721519,0.0010338933,0.0003104391,0.0006321996,0.0002365538,7.31889e-05,0.0001763892,9.73254e-05,6.5765e-05,7.31889e-05,7.31889e-05
6,7,2,1.5704e-06,0.7730426517,BFGS,20,0.7730426517,0.8719042195,1.4810549823,0.0791777037,0.1913894317,5.06438e-05,0.0087616566,0.0361515514,0.0363615328,1.5704e-06,0.0340741495,0.0006320236,0.000123169,0.0016182495,0.1285424305,0.0087669728,0.0088861554,0.0066719606,0.0200464557,0.0010714551,0.0014404579,0.0018360586,0.00132549,0.0029425725,0.00132549,0.0045169238,0.00132549,0.00132549
6,7,3,1.49856e-05,5.11604e-05,BFGS,600,0.0002612761,0.0008182482,0.0001463565,0.0006631088,0.0001498589,0.0019622079,0.0009760628,0.0025438562,2.90794e-05,0.0003012772,0.0001297934,0.0052532623,0.0014890212,5.11604e-05,0.0206693063,0.0137121167,0.0160131949,0.0040084781,0.0002167457,0.0002690005,0.0004995928,0.000177926,0.000177926,0.000177926,0.0002895199,0.0004692953,0.0002681732,0.000177926
6,7,4,7.4736e-06,7.4736e-06,BFGS,140,0.1334762002,0.1926718678,0.3729233812,0.0188414061,0.0001708281,0.0005329086,7.4736e-06,0.009071735,0.0087010833,0.0124763838,0.1090253107,0.0007711924,0.0002703706,0.0005086476,0.0655823811,0.0008906338,0.0050155466,0.0030348484,0.0002825687,0.0010977926,0.0021819232,0.0016351949,0.0017655986,0.0038174256,0.0038300931,0.0039293789,0.0038321861,0.0038174256
6,7,5,2.055e-07,0.0001064648,Non-elitist,600,0.0002788032,0.0002585574,0.0034636558,0.3276924088,6.3232e-05,0.0034173491,0.0228029879,0.0007771309,0.0001852766,0.0013012307,2.055e-07,0.0051028219,2.23392e-05,0.0001064648,0.0072000697,0.0974430247,0.0333895951,0.0012777184,0.0015682432,0.062215575,0.0485179608,0.0085625763,0.0209127577,0.0468871198,0.0209127577,0.0240037419,0.0227008326,0.0209127577
6,7,6,1.3671e-06,0.0024808402,BFGS,600,1.5686181222,0.0008978172,0.0019218165,0.0021284303,0.0090929099,9.2925e-06,1.493e-05,9.7396e-06,1.3671e-06,0.2406962398,0.0026608235,0.0034537737,0.0001419455,0.0024808402,0.0019979529,0.002122577,0.0458175107,0.0055879218,0.0127476546,0.0070865291,0.0214084485,0.0261286866,0.0437748766,0.0610338842,0.0798700292,0.0505507521,0.0761721087,0.0761721087
6,7,7,1.8348e-06,0.0008179237,BFGS,140,0.0001228936,0.0423268129,0.0008598902,0.005378288,3.90989e-05,0.0004491843,0.0008179237,0.7024589741,2.94598e-05,1.8348e-06,0.0099841907,0.0037030801,0.0001222336,0.0032460929,0.0045709067,0.0098314475,0.0046998864,0.0048125085,0.0247257013,0.0091507612,0.1510242401,0.0176017697,0.0177152734,0.0422655596,0.0177152734,0.0177152734,0.0332358932,0.0177152734
6,7,8,1.082e-07,0.0004836319,BFGS,160,0.0017503336,0.0087248348,0.0073174166,0.000261629,2.86084e-05,0.0022936427,0.001565535,0.0004836319,0.0006298264,4.1271e-06,0.0442393712,1.082e-07,5.5683e-06,0.0002156728,1.06371e-05,0.0002715071,0.0102378467,0.0206620854,0.0124509169,0.0090480461,0.0215996002,0.0153311075,0.0191397339,0.0172582575,0.0265961469,0.0186280277,0.0186280277,0.0186280277
6,7,9,1.4423e-06,0.0002163389,BFGS,140,0.0290482659,5.14963e-05,0.02176867,0.0053206874,1.4423e-06,0.0017348952,0.0002163389,0.0278951066,0.041448108,0.0010740764,0.0001198626,5.64719e-05,1.91943e-05,0.0021447743,0.0328545475,0.0010995595,0.0123729662,0.0053021011,0.0044426013,0.0045216423,0.0054848563,0.0025499016,0.0025956901,0.002066774,0.002066774,0.0025545828,0.002066774,0.002066774
6,7,10,3.7159e-06,0.0269268211,BFGS,600,0.0063044818,0.0089534887,0.0009841215,0.0007311076,0.0211529863,3.7159e-06,0.0417837499,1.03902e-05,0.0009853,0.0004582981,0.0001232224,0.0766806351,8.351e-06,0.0269268211,5.4711e-06,0.0001461487,0.0001033796,7.82501e-05,0.0009410029,0.0027270278,0.0020911276,0.0031623956,0.0062044592,0.0048970638,0.008068951,0.0084607222,0.0074586032,0.0063044818
6,7,11,2.451e-07,2.621e-07,BFGS,600,0.0700910891,1.1820980555,5.58829e-05,0.0007694095,0.0005859485,0.0019757765,0.0018446435,0.000559194,0.000430769,0.000140681,6.2757e-06,6.399e-06,2.451e-07,2.621e-07,0.0001287264,0.0008787387,0.0006402764,0.0004838276,0.0003368423,0.0004911235,0.0003521927,0.0002086335,0.0004922562,0.0001529601,0.000769221,0.0006100879,0.0003368423,0.0003368423
6,7,12,1.6508e-06,3.8063e-06,BFGS,140,27794.9175812757,0.025639735,1.2676845748,0.113783269,0.013696927,0.0152339638,3.8063e-06,6.8353e-06,5.84559e-05,0.0045021161,0.0002407109,0.00445099,1.6508e-06,0.020588472,0.0084016566,0.0005945846,0.0071416908,0.0016396645,0.0002654685,0.0009245658,0.000262312,0.0005031235,0.0005111179,0.0008039413,0.0025402548,0.0023254942,0.0019140391,0.0014660011
6,7,13,1.033e-07,0.0013877594,BFGS,600,0.0007520373,0.0012716719,0.0024681568,0.0005446746,0.0045908639,0.0001466664,0.0135275946,0.0398048366,0.0028457611,0.5667591583,0.0181756262,0.0004875529,9.18063e-05,0.0013877594,0.000101124,0.0020776966,0.0009384915,0.0051193845,0.0094192605,0.0414375902,0.0031680892,0.0029049438,0.0093575451,0.0157558598,0.0098820437,0.0133105589,0.0147154809,0.0147154809
6,7,14,3.4373e-06,2.96652e-05,BFGS,140,0.0065309146,0.0979615772,0.0093266525,0.0033008387,1.6042e-05,0.0003184552,2.96652e-05,6.09931e-05,0.0073757275,0.0042124672,6.5545e-06,0.0025720668,0.0001695916,0.0001724511,3.4373e-06,0.000138691,9.7717e-06,0.0002687364,9.02921e-05,0.00020974,0.0006560762,0.0002687364,0.0002687364,0.0001616306,0.000394502,0.000303537,0.0002784931,0.0002687364
6,7,15,4.2949e-06,1.50748e-05,BFGS,600,0.0001837449,2.9443999851,3.5229050164,0.0002723583,0.0050559068,5.4243e-06,0.0004369725,0.0015918378,0.0001512126,0.001292419,0.0014103121,0.0004933981,8.9497e-06,1.50748e-05,0.0010862505,0.0001392562,5.69643e-05,0.0001332437,0.0010255815,6.2293e-05,0.0005456818,0.0002581583,0.0002708477,0.0002708477,0.0002708477,0.0004664929,0.0002708477,0.0002708477
